epoch,lr-Adam,step,test_loss,test_mae,test_r2,train_loss,train_mae_epoch,train_mae_step,train_r2_epoch,train_r2_step,valid_loss,valid_mae,valid_r2
102,,3398,,,,,,,,,nan,nan,nan
102,,3398,,,,nan,nan,,nan,,,,
,0.001,3399,,,,,,,,,,,
,0.001,3399,,,,,,,,,,,
103,,3399,,,,,,nan,,nan,,,
,0.001,3419,,,,,,,,,,,
103,,3419,,,,,,nan,,nan,,,
103,,3431,,,,,,,,,nan,nan,nan
103,,3431,,,,nan,nan,,nan,,,,
,0.001,3432,,,,,,,,,,,
,0.001,3439,,,,,,,,,,,
104,,3439,,,,,,nan,,nan,,,
,0.001,3459,,,,,,,,,,,
104,,3459,,,,,,nan,,nan,,,
104,,3464,,,,,,,,,nan,nan,nan
104,,3464,,,,nan,nan,,nan,,,,
,0.001,3465,,,,,,,,,,,
,0.001,3479,,,,,,,,,,,
105,,3479,,,,,,nan,,nan,,,
105,,3497,,,,,,,,,nan,nan,nan
105,,3497,,,,nan,nan,,nan,,,,
,0.001,3498,,,,,,,,,,,
,0.001,3499,,,,,,,,,,,
106,,3499,,,,,,nan,,nan,,,
,0.001,3519,,,,,,,,,,,
106,,3519,,,,,,nan,,nan,,,
106,,3530,,,,,,,,,nan,nan,nan
106,,3530,,,,nan,nan,,nan,,,,
,0.001,3531,,,,,,,,,,,
,0.001,3539,,,,,,,,,,,
107,,3539,,,,,,nan,,nan,,,
,0.001,3559,,,,,,,,,,,
107,,3559,,,,,,nan,,nan,,,
107,,3563,,,,,,,,,nan,nan,nan
107,,3563,,,,nan,nan,,nan,,,,
,0.001,3564,,,,,,,,,,,
,0.001,3579,,,,,,,,,,,
108,,3579,,,,,,nan,,nan,,,
108,,3596,,,,,,,,,nan,nan,nan
108,,3596,,,,nan,nan,,nan,,,,
,0.001,3597,,,,,,,,,,,
,0.001,3599,,,,,,,,,,,
109,,3599,,,,,,nan,,nan,,,
,0.001,3619,,,,,,,,,,,
109,,3619,,,,,,nan,,nan,,,
109,,3629,,,,,,,,,nan,nan,nan
109,,3629,,,,nan,nan,,nan,,,,
,0.001,3630,,,,,,,,,,,
,0.001,3639,,,,,,,,,,,
110,,3639,,,,,,nan,,nan,,,
,0.001,3659,,,,,,,,,,,
110,,3659,,,,,,nan,,nan,,,
110,,3662,,,,,,,,,nan,nan,nan
110,,3662,,,,nan,nan,,nan,,,,
,0.001,3663,,,,,,,,,,,
,0.001,3679,,,,,,,,,,,
111,,3679,,,,,,nan,,nan,,,
111,,3695,,,,,,,,,nan,nan,nan
111,,3695,,,,nan,nan,,nan,,,,
,0.001,3696,,,,,,,,,,,
,0.001,3699,,,,,,,,,,,
112,,3699,,,,,,nan,,nan,,,
,0.001,3719,,,,,,,,,,,
112,,3719,,,,,,nan,,nan,,,
112,,3728,,,,,,,,,nan,nan,nan
112,,3728,,,,nan,nan,,nan,,,,
,0.001,3729,,,,,,,,,,,
,0.001,3739,,,,,,,,,,,
113,,3739,,,,,,nan,,nan,,,
,0.001,3759,,,,,,,,,,,
113,,3759,,,,,,nan,,nan,,,
113,,3761,,,,,,,,,nan,nan,nan
113,,3761,,,,nan,nan,,nan,,,,
,0.001,3762,,,,,,,,,,,
,0.001,3779,,,,,,,,,,,
114,,3779,,,,,,nan,,nan,,,
114,,3794,,,,,,,,,nan,nan,nan
114,,3794,,,,nan,nan,,nan,,,,
,0.001,3795,,,,,,,,,,,
,0.001,3799,,,,,,,,,,,
115,,3799,,,,,,nan,,nan,,,
,0.001,3819,,,,,,,,,,,
115,,3819,,,,,,nan,,nan,,,
115,,3827,,,,,,,,,nan,nan,nan
115,,3827,,,,nan,nan,,nan,,,,
,0.001,3828,,,,,,,,,,,
,0.001,3839,,,,,,,,,,,
116,,3839,,,,,,nan,,nan,,,
,0.001,3859,,,,,,,,,,,
116,,3859,,,,,,nan,,nan,,,
116,,3860,,,,,,,,,nan,nan,nan
116,,3860,,,,nan,nan,,nan,,,,
,0.001,3861,,,,,,,,,,,
,0.001,3879,,,,,,,,,,,
117,,3879,,,,,,nan,,nan,,,
117,,3893,,,,,,,,,nan,nan,nan
117,,3893,,,,nan,nan,,nan,,,,
,0.001,3894,,,,,,,,,,,
,0.001,3899,,,,,,,,,,,
118,,3899,,,,,,nan,,nan,,,
,0.001,3919,,,,,,,,,,,
118,,3919,,,,,,nan,,nan,,,
118,,3926,,,,,,,,,nan,nan,nan
118,,3926,,,,nan,nan,,nan,,,,
,0.001,3927,,,,,,,,,,,
,0.001,3939,,,,,,,,,,,
119,,3939,,,,,,nan,,nan,,,
,0.001,3959,,,,,,,,,,,
119,,3959,,,,,,nan,,nan,,,
119,,3959,,,,,,,,,nan,nan,nan
119,,3959,,,,nan,nan,,nan,,,,
,0.001,3960,,,,,,,,,,,
,0.001,3979,,,,,,,,,,,
120,,3979,,,,,,nan,,nan,,,
120,,3992,,,,,,,,,nan,nan,nan
120,,3992,,,,nan,nan,,nan,,,,
,0.001,3993,,,,,,,,,,,
,0.001,3999,,,,,,,,,,,
121,,3999,,,,,,nan,,nan,,,
,0.001,4019,,,,,,,,,,,
121,,4019,,,,,,nan,,nan,,,
121,,4025,,,,,,,,,nan,nan,nan
121,,4025,,,,nan,nan,,nan,,,,
,0.001,4026,,,,,,,,,,,
,0.001,4039,,,,,,,,,,,
122,,4039,,,,,,nan,,nan,,,
122,,4058,,,,,,,,,nan,nan,nan
122,,4058,,,,nan,nan,,nan,,,,
,0.001,4059,,,,,,,,,,,
,0.001,4059,,,,,,,,,,,
123,,4059,,,,,,nan,,nan,,,
,0.001,4079,,,,,,,,,,,
123,,4079,,,,,,nan,,nan,,,
123,,4091,,,,,,,,,nan,nan,nan
123,,4091,,,,nan,nan,,nan,,,,
,0.001,4092,,,,,,,,,,,
,0.001,4099,,,,,,,,,,,
124,,4099,,,,,,nan,,nan,,,
,0.001,4119,,,,,,,,,,,
124,,4119,,,,,,nan,,nan,,,
124,,4124,,,,,,,,,nan,nan,nan
124,,4124,,,,nan,nan,,nan,,,,
,0.001,4125,,,,,,,,,,,
,0.001,4139,,,,,,,,,,,
125,,4139,,,,,,nan,,nan,,,
125,,4157,,,,,,,,,nan,nan,nan
125,,4157,,,,nan,nan,,nan,,,,
,0.001,4158,,,,,,,,,,,
,0.001,4159,,,,,,,,,,,
126,,4159,,,,,,nan,,nan,,,
,0.001,4179,,,,,,,,,,,
126,,4179,,,,,,nan,,nan,,,
126,,4190,,,,,,,,,nan,nan,nan
126,,4190,,,,nan,nan,,nan,,,,
,0.001,4191,,,,,,,,,,,
,0.001,4199,,,,,,,,,,,
127,,4199,,,,,,nan,,nan,,,
,0.001,4219,,,,,,,,,,,
127,,4219,,,,,,nan,,nan,,,
127,,4223,,,,,,,,,nan,nan,nan
127,,4223,,,,nan,nan,,nan,,,,
,0.001,4224,,,,,,,,,,,
,0.001,4239,,,,,,,,,,,
128,,4239,,,,,,nan,,nan,,,
128,,4256,,,,,,,,,nan,nan,nan
128,,4256,,,,nan,nan,,nan,,,,
,0.001,4257,,,,,,,,,,,
,0.001,4259,,,,,,,,,,,
129,,4259,,,,,,nan,,nan,,,
,0.001,4279,,,,,,,,,,,
129,,4279,,,,,,nan,,nan,,,
129,,4289,,,,,,,,,nan,nan,nan
129,,4289,,,,nan,nan,,nan,,,,
,0.001,4290,,,,,,,,,,,
,0.001,4299,,,,,,,,,,,
130,,4299,,,,,,nan,,nan,,,
,0.001,4319,,,,,,,,,,,
130,,4319,,,,,,nan,,nan,,,
130,,4322,,,,,,,,,nan,nan,nan
130,,4322,,,,nan,nan,,nan,,,,
,0.001,4323,,,,,,,,,,,
,0.001,4339,,,,,,,,,,,
131,,4339,,,,,,nan,,nan,,,
131,,4355,,,,,,,,,nan,nan,nan
131,,4355,,,,nan,nan,,nan,,,,
,0.001,4356,,,,,,,,,,,
,0.001,4359,,,,,,,,,,,
132,,4359,,,,,,nan,,nan,,,
,0.001,4379,,,,,,,,,,,
132,,4379,,,,,,nan,,nan,,,
132,,4388,,,,,,,,,nan,nan,nan
132,,4388,,,,nan,nan,,nan,,,,
,0.001,4389,,,,,,,,,,,
,0.001,4399,,,,,,,,,,,
133,,4399,,,,,,nan,,nan,,,
,0.001,4419,,,,,,,,,,,
133,,4419,,,,,,nan,,nan,,,
133,,4421,,,,,,,,,nan,nan,nan
133,,4421,,,,nan,nan,,nan,,,,
,0.001,4422,,,,,,,,,,,
,0.001,4439,,,,,,,,,,,
134,,4439,,,,,,nan,,nan,,,
134,,4454,,,,,,,,,nan,nan,nan
134,,4454,,,,nan,nan,,nan,,,,
,0.001,4455,,,,,,,,,,,
,0.001,4459,,,,,,,,,,,
135,,4459,,,,,,nan,,nan,,,
,0.001,4479,,,,,,,,,,,
135,,4479,,,,,,nan,,nan,,,
135,,4487,,,,,,,,,nan,nan,nan
135,,4487,,,,nan,nan,,nan,,,,
,0.001,4488,,,,,,,,,,,
,0.001,4499,,,,,,,,,,,
136,,4499,,,,,,nan,,nan,,,
,0.001,4519,,,,,,,,,,,
136,,4519,,,,,,nan,,nan,,,
136,,4520,,,,,,,,,nan,nan,nan
136,,4520,,,,nan,nan,,nan,,,,
,0.001,4521,,,,,,,,,,,
,0.001,4539,,,,,,,,,,,
137,,4539,,,,,,nan,,nan,,,
137,,4553,,,,,,,,,nan,nan,nan
137,,4553,,,,nan,nan,,nan,,,,
,0.001,4554,,,,,,,,,,,
,0.001,4559,,,,,,,,,,,
138,,4559,,,,,,nan,,nan,,,
,0.001,4579,,,,,,,,,,,
138,,4579,,,,,,nan,,nan,,,
138,,4586,,,,,,,,,nan,nan,nan
138,,4586,,,,nan,nan,,nan,,,,
,0.001,4587,,,,,,,,,,,
,0.001,4599,,,,,,,,,,,
139,,4599,,,,,,nan,,nan,,,
,0.001,4619,,,,,,,,,,,
139,,4619,,,,,,nan,,nan,,,
139,,4619,,,,,,,,,nan,nan,nan
139,,4619,,,,nan,nan,,nan,,,,
,0.001,4620,,,,,,,,,,,
,0.001,4639,,,,,,,,,,,
140,,4639,,,,,,nan,,nan,,,
140,,4652,,,,,,,,,nan,nan,nan
140,,4652,,,,nan,nan,,nan,,,,
,0.001,4653,,,,,,,,,,,
,0.001,4659,,,,,,,,,,,
141,,4659,,,,,,nan,,nan,,,
,0.001,4679,,,,,,,,,,,
141,,4679,,,,,,nan,,nan,,,
141,,4685,,,,,,,,,nan,nan,nan
141,,4685,,,,nan,nan,,nan,,,,
,0.001,4686,,,,,,,,,,,
,0.001,4699,,,,,,,,,,,
142,,4699,,,,,,nan,,nan,,,
142,,4718,,,,,,,,,nan,nan,nan
142,,4718,,,,nan,nan,,nan,,,,
,0.001,4719,,,,,,,,,,,
,0.001,4719,,,,,,,,,,,
143,,4719,,,,,,nan,,nan,,,
,0.001,4739,,,,,,,,,,,
143,,4739,,,,,,nan,,nan,,,
143,,4751,,,,,,,,,nan,nan,nan
143,,4751,,,,nan,nan,,nan,,,,
,0.001,4752,,,,,,,,,,,
,0.001,4759,,,,,,,,,,,
144,,4759,,,,,,nan,,nan,,,
,0.001,4779,,,,,,,,,,,
144,,4779,,,,,,nan,,nan,,,
144,,4784,,,,,,,,,nan,nan,nan
144,,4784,,,,nan,nan,,nan,,,,
,0.001,4785,,,,,,,,,,,
,0.001,4799,,,,,,,,,,,
145,,4799,,,,,,nan,,nan,,,
145,,4817,,,,,,,,,nan,nan,nan
145,,4817,,,,nan,nan,,nan,,,,
,0.001,4818,,,,,,,,,,,
,0.001,4819,,,,,,,,,,,
146,,4819,,,,,,nan,,nan,,,
,0.001,4839,,,,,,,,,,,
146,,4839,,,,,,nan,,nan,,,
146,,4850,,,,,,,,,nan,nan,nan
146,,4850,,,,nan,nan,,nan,,,,
,0.001,4851,,,,,,,,,,,
,0.001,4859,,,,,,,,,,,
147,,4859,,,,,,nan,,nan,,,
,0.001,4879,,,,,,,,,,,
147,,4879,,,,,,nan,,nan,,,
147,,4883,,,,,,,,,nan,nan,nan
147,,4883,,,,nan,nan,,nan,,,,
,0.001,4884,,,,,,,,,,,
,0.001,4899,,,,,,,,,,,
148,,4899,,,,,,nan,,nan,,,
148,,4916,,,,,,,,,nan,nan,nan
148,,4916,,,,nan,nan,,nan,,,,
,0.001,4917,,,,,,,,,,,
,0.001,4919,,,,,,,,,,,
149,,4919,,,,,,nan,,nan,,,
,0.001,4939,,,,,,,,,,,
149,,4939,,,,,,nan,,nan,,,
149,,4949,,,,,,,,,nan,nan,nan
149,,4949,,,,nan,nan,,nan,,,,
,0.001,4950,,,,,,,,,,,
,0.001,4959,,,,,,,,,,,
150,,4959,,,,,,nan,,nan,,,
,0.001,4979,,,,,,,,,,,
150,,4979,,,,,,nan,,nan,,,
150,,4982,,,,,,,,,nan,nan,nan
150,,4982,,,,nan,nan,,nan,,,,
,0.001,4983,,,,,,,,,,,
,0.001,4999,,,,,,,,,,,
151,,4999,,,,,,nan,,nan,,,
151,,5015,,,,,,,,,nan,nan,nan
151,,5015,,,,nan,nan,,nan,,,,
,0.001,5016,,,,,,,,,,,
,0.001,5019,,,,,,,,,,,
152,,5019,,,,,,nan,,nan,,,
,0.001,5039,,,,,,,,,,,
152,,5039,,,,,,nan,,nan,,,
152,,5048,,,,,,,,,nan,nan,nan
152,,5048,,,,nan,nan,,nan,,,,
,0.001,5049,,,,,,,,,,,
,0.001,5059,,,,,,,,,,,
153,,5059,,,,,,nan,,nan,,,
,0.001,5079,,,,,,,,,,,
153,,5079,,,,,,nan,,nan,,,
153,,5081,,,,,,,,,nan,nan,nan
153,,5081,,,,nan,nan,,nan,,,,
,0.001,5082,,,,,,,,,,,
,0.001,5099,,,,,,,,,,,
154,,5099,,,,,,nan,,nan,,,
154,,5114,,,,,,,,,nan,nan,nan
154,,5114,,,,nan,nan,,nan,,,,
,0.001,5115,,,,,,,,,,,
,0.001,5119,,,,,,,,,,,
155,,5119,,,,,,nan,,nan,,,
,0.001,5139,,,,,,,,,,,
155,,5139,,,,,,nan,,nan,,,
155,,5147,,,,,,,,,nan,nan,nan
155,,5147,,,,nan,nan,,nan,,,,
,0.001,5148,,,,,,,,,,,
,0.001,5159,,,,,,,,,,,
156,,5159,,,,,,nan,,nan,,,
,0.001,5179,,,,,,,,,,,
156,,5179,,,,,,nan,,nan,,,
156,,5180,,,,,,,,,nan,nan,nan
156,,5180,,,,nan,nan,,nan,,,,
,0.001,5181,,,,,,,,,,,
,0.001,5199,,,,,,,,,,,
157,,5199,,,,,,nan,,nan,,,
157,,5213,,,,,,,,,nan,nan,nan
157,,5213,,,,nan,nan,,nan,,,,
,0.001,5214,,,,,,,,,,,
,0.001,5219,,,,,,,,,,,
158,,5219,,,,,,nan,,nan,,,
,0.001,5239,,,,,,,,,,,
158,,5239,,,,,,nan,,nan,,,
158,,5246,,,,,,,,,nan,nan,nan
158,,5246,,,,nan,nan,,nan,,,,
,0.001,5247,,,,,,,,,,,
,0.001,5259,,,,,,,,,,,
159,,5259,,,,,,nan,,nan,,,
,0.001,5279,,,,,,,,,,,
159,,5279,,,,,,nan,,nan,,,
159,,5279,,,,,,,,,nan,nan,nan
159,,5279,,,,nan,nan,,nan,,,,
,0.001,5280,,,,,,,,,,,
,0.001,5299,,,,,,,,,,,
160,,5299,,,,,,nan,,nan,,,
160,,5312,,,,,,,,,nan,nan,nan
160,,5312,,,,nan,nan,,nan,,,,
,0.001,5313,,,,,,,,,,,
,0.001,5319,,,,,,,,,,,
161,,5319,,,,,,nan,,nan,,,
,0.001,5339,,,,,,,,,,,
161,,5339,,,,,,nan,,nan,,,
161,,5345,,,,,,,,,nan,nan,nan
161,,5345,,,,nan,nan,,nan,,,,
,0.001,5346,,,,,,,,,,,
,0.001,5359,,,,,,,,,,,
162,,5359,,,,,,nan,,nan,,,
162,,5378,,,,,,,,,nan,nan,nan
162,,5378,,,,nan,nan,,nan,,,,
,0.001,5379,,,,,,,,,,,
,0.001,5379,,,,,,,,,,,
163,,5379,,,,,,nan,,nan,,,
,0.001,5399,,,,,,,,,,,
163,,5399,,,,,,nan,,nan,,,
163,,5411,,,,,,,,,nan,nan,nan
163,,5411,,,,nan,nan,,nan,,,,
,0.001,5412,,,,,,,,,,,
,0.001,5419,,,,,,,,,,,
164,,5419,,,,,,nan,,nan,,,
,0.001,5439,,,,,,,,,,,
164,,5439,,,,,,nan,,nan,,,
164,,5444,,,,,,,,,nan,nan,nan
164,,5444,,,,nan,nan,,nan,,,,
,0.001,5445,,,,,,,,,,,
,0.001,5459,,,,,,,,,,,
165,,5459,,,,,,nan,,nan,,,
165,,5477,,,,,,,,,nan,nan,nan
165,,5477,,,,nan,nan,,nan,,,,
,0.001,5478,,,,,,,,,,,
,0.001,5479,,,,,,,,,,,
166,,5479,,,,,,nan,,nan,,,
,0.001,5499,,,,,,,,,,,
166,,5499,,,,,,nan,,nan,,,
166,,5510,,,,,,,,,nan,nan,nan
166,,5510,,,,nan,nan,,nan,,,,
,0.001,5511,,,,,,,,,,,
,0.001,5519,,,,,,,,,,,
167,,5519,,,,,,nan,,nan,,,
,0.001,5539,,,,,,,,,,,
167,,5539,,,,,,nan,,nan,,,
167,,5543,,,,,,,,,nan,nan,nan
167,,5543,,,,nan,nan,,nan,,,,
,0.001,5544,,,,,,,,,,,
,0.001,5559,,,,,,,,,,,
168,,5559,,,,,,nan,,nan,,,
168,,5576,,,,,,,,,nan,nan,nan
168,,5576,,,,nan,nan,,nan,,,,
,0.001,5577,,,,,,,,,,,
,0.001,5579,,,,,,,,,,,
169,,5579,,,,,,nan,,nan,,,
,0.001,5599,,,,,,,,,,,
169,,5599,,,,,,nan,,nan,,,
169,,5609,,,,,,,,,nan,nan,nan
169,,5609,,,,nan,nan,,nan,,,,
,0.001,5610,,,,,,,,,,,
,0.001,5619,,,,,,,,,,,
170,,5619,,,,,,nan,,nan,,,
,0.001,5639,,,,,,,,,,,
170,,5639,,,,,,nan,,nan,,,
170,,5642,,,,,,,,,nan,nan,nan
170,,5642,,,,nan,nan,,nan,,,,
,0.001,5643,,,,,,,,,,,
,0.001,5659,,,,,,,,,,,
171,,5659,,,,,,nan,,nan,,,
171,,5675,,,,,,,,,nan,nan,nan
171,,5675,,,,nan,nan,,nan,,,,
,0.001,5676,,,,,,,,,,,
,0.001,5679,,,,,,,,,,,
172,,5679,,,,,,nan,,nan,,,
,0.001,5699,,,,,,,,,,,
172,,5699,,,,,,nan,,nan,,,
172,,5708,,,,,,,,,nan,nan,nan
172,,5708,,,,nan,nan,,nan,,,,
,0.001,5709,,,,,,,,,,,
,0.001,5719,,,,,,,,,,,
173,,5719,,,,,,nan,,nan,,,
,0.001,5739,,,,,,,,,,,
173,,5739,,,,,,nan,,nan,,,
173,,5741,,,,,,,,,nan,nan,nan
173,,5741,,,,nan,nan,,nan,,,,
,0.001,5742,,,,,,,,,,,
,0.001,5759,,,,,,,,,,,
174,,5759,,,,,,nan,,nan,,,
174,,5774,,,,,,,,,nan,nan,nan
174,,5774,,,,nan,nan,,nan,,,,
,0.001,5775,,,,,,,,,,,
,0.001,5779,,,,,,,,,,,
175,,5779,,,,,,nan,,nan,,,
,0.001,5799,,,,,,,,,,,
175,,5799,,,,,,nan,,nan,,,
175,,5807,,,,,,,,,nan,nan,nan
175,,5807,,,,nan,nan,,nan,,,,
,0.001,5808,,,,,,,,,,,
,0.001,5819,,,,,,,,,,,
176,,5819,,,,,,nan,,nan,,,
,0.001,5839,,,,,,,,,,,
176,,5839,,,,,,nan,,nan,,,
176,,5840,,,,,,,,,nan,nan,nan
176,,5840,,,,nan,nan,,nan,,,,
,0.001,5841,,,,,,,,,,,
,0.001,5859,,,,,,,,,,,
177,,5859,,,,,,nan,,nan,,,
177,,5873,,,,,,,,,nan,nan,nan
177,,5873,,,,nan,nan,,nan,,,,
,0.001,5874,,,,,,,,,,,
,0.001,5879,,,,,,,,,,,
178,,5879,,,,,,nan,,nan,,,
,0.001,5899,,,,,,,,,,,
178,,5899,,,,,,nan,,nan,,,
178,,5906,,,,,,,,,nan,nan,nan
178,,5906,,,,nan,nan,,nan,,,,
,0.001,5907,,,,,,,,,,,
,0.001,5919,,,,,,,,,,,
179,,5919,,,,,,nan,,nan,,,
,0.001,5939,,,,,,,,,,,
179,,5939,,,,,,nan,,nan,,,
179,,5939,,,,,,,,,nan,nan,nan
179,,5939,,,,nan,nan,,nan,,,,
,0.001,5940,,,,,,,,,,,
,0.001,5959,,,,,,,,,,,
180,,5959,,,,,,nan,,nan,,,
180,,5972,,,,,,,,,nan,nan,nan
180,,5972,,,,nan,nan,,nan,,,,
,0.001,5973,,,,,,,,,,,
,0.001,5979,,,,,,,,,,,
181,,5979,,,,,,nan,,nan,,,
,0.001,5999,,,,,,,,,,,
181,,5999,,,,,,nan,,nan,,,
181,,6005,,,,,,,,,nan,nan,nan
181,,6005,,,,nan,nan,,nan,,,,
,0.001,6006,,,,,,,,,,,
,0.001,6019,,,,,,,,,,,
182,,6019,,,,,,nan,,nan,,,
182,,6038,,,,,,,,,nan,nan,nan
182,,6038,,,,nan,nan,,nan,,,,
,0.001,6039,,,,,,,,,,,
,0.001,6039,,,,,,,,,,,
183,,6039,,,,,,nan,,nan,,,
,0.001,6059,,,,,,,,,,,
183,,6059,,,,,,nan,,nan,,,
183,,6071,,,,,,,,,nan,nan,nan
183,,6071,,,,nan,nan,,nan,,,,
,0.001,6072,,,,,,,,,,,
,0.001,6079,,,,,,,,,,,
184,,6079,,,,,,nan,,nan,,,
,0.001,6099,,,,,,,,,,,
184,,6099,,,,,,nan,,nan,,,
184,,6104,,,,,,,,,nan,nan,nan
184,,6104,,,,nan,nan,,nan,,,,
,0.001,6105,,,,,,,,,,,
,0.001,6119,,,,,,,,,,,
185,,6119,,,,,,nan,,nan,,,
185,,6137,,,,,,,,,nan,nan,nan
185,,6137,,,,nan,nan,,nan,,,,
,0.001,6138,,,,,,,,,,,
,0.001,6139,,,,,,,,,,,
186,,6139,,,,,,nan,,nan,,,
,0.001,6159,,,,,,,,,,,
186,,6159,,,,,,nan,,nan,,,
186,,6170,,,,,,,,,nan,nan,nan
186,,6170,,,,nan,nan,,nan,,,,
,0.001,6171,,,,,,,,,,,
,0.001,6179,,,,,,,,,,,
187,,6179,,,,,,nan,,nan,,,
,0.001,6199,,,,,,,,,,,
187,,6199,,,,,,nan,,nan,,,
187,,6203,,,,,,,,,nan,nan,nan
187,,6203,,,,nan,nan,,nan,,,,
,0.001,6204,,,,,,,,,,,
,0.001,6219,,,,,,,,,,,
188,,6219,,,,,,nan,,nan,,,
188,,6236,,,,,,,,,nan,nan,nan
188,,6236,,,,nan,nan,,nan,,,,
,0.001,6237,,,,,,,,,,,
,0.001,6239,,,,,,,,,,,
189,,6239,,,,,,nan,,nan,,,
,0.001,6259,,,,,,,,,,,
189,,6259,,,,,,nan,,nan,,,
189,,6269,,,,,,,,,nan,nan,nan
189,,6269,,,,nan,nan,,nan,,,,
,0.001,6270,,,,,,,,,,,
,0.001,6279,,,,,,,,,,,
190,,6279,,,,,,nan,,nan,,,
,0.001,6299,,,,,,,,,,,
190,,6299,,,,,,nan,,nan,,,
190,,6302,,,,,,,,,nan,nan,nan
190,,6302,,,,nan,nan,,nan,,,,
,0.001,6303,,,,,,,,,,,
,0.001,6319,,,,,,,,,,,
191,,6319,,,,,,nan,,nan,,,
191,,6335,,,,,,,,,nan,nan,nan
191,,6335,,,,nan,nan,,nan,,,,
,0.001,6336,,,,,,,,,,,
,0.001,6339,,,,,,,,,,,
192,,6339,,,,,,nan,,nan,,,
,0.001,6359,,,,,,,,,,,
192,,6359,,,,,,nan,,nan,,,
192,,6368,,,,,,,,,nan,nan,nan
192,,6368,,,,nan,nan,,nan,,,,
,0.001,6369,,,,,,,,,,,
,0.001,6379,,,,,,,,,,,
193,,6379,,,,,,nan,,nan,,,
,0.001,6399,,,,,,,,,,,
193,,6399,,,,,,nan,,nan,,,
193,,6401,,,,,,,,,nan,nan,nan
193,,6401,,,,nan,nan,,nan,,,,
,0.001,6402,,,,,,,,,,,
,0.001,6419,,,,,,,,,,,
194,,6419,,,,,,nan,,nan,,,
194,,6434,,,,,,,,,nan,nan,nan
194,,6434,,,,nan,nan,,nan,,,,
,0.001,6435,,,,,,,,,,,
,0.001,6439,,,,,,,,,,,
195,,6439,,,,,,nan,,nan,,,
,0.001,6459,,,,,,,,,,,
195,,6459,,,,,,nan,,nan,,,
195,,6467,,,,,,,,,nan,nan,nan
195,,6467,,,,nan,nan,,nan,,,,
,0.001,6468,,,,,,,,,,,
,0.001,6479,,,,,,,,,,,
196,,6479,,,,,,nan,,nan,,,
,0.001,6499,,,,,,,,,,,
196,,6499,,,,,,nan,,nan,,,
196,,6500,,,,,,,,,nan,nan,nan
196,,6500,,,,nan,nan,,nan,,,,
,0.001,6501,,,,,,,,,,,
,0.001,6519,,,,,,,,,,,
197,,6519,,,,,,nan,,nan,,,
197,,6533,,,,,,,,,nan,nan,nan
197,,6533,,,,nan,nan,,nan,,,,
,0.001,6534,,,,,,,,,,,
,0.001,6539,,,,,,,,,,,
198,,6539,,,,,,nan,,nan,,,
,0.001,6559,,,,,,,,,,,
198,,6559,,,,,,nan,,nan,,,
198,,6566,,,,,,,,,nan,nan,nan
198,,6566,,,,nan,nan,,nan,,,,
,0.001,6567,,,,,,,,,,,
,0.001,6579,,,,,,,,,,,
199,,6579,,,,,,nan,,nan,,,
,0.001,6599,,,,,,,,,,,
199,,6599,,,,,,nan,,nan,,,
199,,6599,,,,,,,,,nan,nan,nan
199,,6599,,,,nan,nan,,nan,,,,
200,,6600,nan,nan,nan,,,,,,,,
