epoch,step,test_loss,test_mae,test_r2,train_loss,train_mae_epoch,train_mae_step,train_r2_epoch,train_r2_step,valid_loss,valid_mae,valid_r2
0,19,,,,,,50824.1640625,,-20.953514099121094,,,
0,39,,,,,,50303.65234375,,-21.294891357421875,,,
0,41,,,,,,,,,2704596224.0,51593.98046875,-62.177371978759766
0,41,,,,2693720320.0,50679.50390625,,-20.52837371826172,,,,
1,59,,,,,,50564.98828125,,-21.472970962524414,,,
1,79,,,,,,51416.9453125,,-19.072826385498047,,,
1,83,,,,,,,,,2664454656.0,51217.49609375,-61.23970031738281
1,83,,,,2671470848.0,50478.5234375,,-20.38091278076172,,,,
2,99,,,,,,49526.59765625,,-20.305803298950195,,,
2,119,,,,,,49334.91796875,,-18.62541961669922,,,
2,125,,,,,,,,,2542883840.0,50060.59765625,-58.39988327026367
2,125,,,,2578126080.0,49635.0390625,,-19.60496711730957,,,,
3,139,,,,,,48267.61328125,,-16.883346557617188,,,
3,159,,,,,,46294.296875,,-16.07272720336914,,,
3,167,,,,,,,,,2288125184.0,47529.0078125,-52.44892501831055
3,167,,,,2346460672.0,47474.51953125,,-17.769563674926758,,,,
4,179,,,,,,44317.42578125,,-16.56475830078125,,,
4,199,,,,,,41309.609375,,-13.575456619262695,,,
4,209,,,,,,,,,1853035008.0,42758.1875,-42.2855339050293
4,209,,,,1920874752.0,43115.18359375,,-14.361581802368164,,,,
5,219,,,,,,37672.3515625,,-10.84891128540039,,,
5,239,,,,,,33497.2734375,,-8.622099876403809,,,
5,251,,,,,,,,,1254345216.0,34757.23046875,-28.300579071044922
5,251,,,,1310484736.0,35482.59765625,,-9.476381301879883,,,,
6,259,,,,,,28215.60546875,,-5.693603038787842,,,
6,279,,,,,,21802.69921875,,-3.563045024871826,,,
6,293,,,,,,,,,621039808.0,22234.552734375,-13.50703239440918
6,293,,,,678336064.0,23895.978515625,,-4.412876129150391,,,,
7,299,,,,,,17748.181640625,,-2.5851385593414307,,,
7,319,,,,,,14177.216796875,,-1.1634981632232666,,,
7,335,,,,,,,,,248193200.0,13941.767578125,-4.797610759735107
7,335,,,,314785088.0,15197.9990234375,,-1.5331600904464722,,,,
8,339,,,,,,11439.5234375,,-0.46782779693603516,,,
8,359,,,,,,8756.2646484375,,0.03091651201248169,,,
8,377,,,,,,,,,37778176.0,4922.51513671875,0.11752963066101074
8,377,,,,128024880.0,9142.7607421875,,-0.02221362106502056,,,,
9,379,,,,,,6450.2412109375,,0.5002924203872681,,,
9,399,,,,,,5613.79443359375,,0.600452721118927,,,
9,419,,,,,,3389.05615234375,,0.8611008524894714,,,
9,419,,,,,,,,,11806633.0,2713.42333984375,0.724205732345581
9,419,,,,52039364.0,5716.57568359375,,0.5841261148452759,,,,
10,439,,,,,,4857.4951171875,,0.7049367427825928,,,
10,459,,,,,,4874.296875,,0.6974837183952332,,,
10,461,,,,,,,,,7498297.5,2146.826416015625,0.8248453140258789
10,461,,,,39756544.0,4976.8291015625,,0.6808744072914124,,,,
11,479,,,,,,5016.87353515625,,0.6936742663383484,,,
11,499,,,,,,4491.70751953125,,0.7332696914672852,,,
11,503,,,,,,,,,5914245.0,1873.896484375,0.8618475794792175
11,503,,,,35585648.0,4694.36181640625,,0.7157696485519409,,,,
12,519,,,,,,4593.16845703125,,0.7246741056442261,,,
12,539,,,,,,4309.57080078125,,0.7761155366897583,,,
12,545,,,,,,,,,5113912.0,1729.0015869140625,0.8805428147315979
12,545,,,,32928900.0,4511.6455078125,,0.7365092635154724,,,,
13,559,,,,,,4301.71142578125,,0.7535747289657593,,,
13,579,,,,,,4588.0341796875,,0.7368298768997192,,,
13,587,,,,,,,,,4742416.0,1659.621826171875,0.889220654964447
13,587,,,,31654566.0,4414.84716796875,,0.7467231750488281,,,,
14,599,,,,,,4188.126953125,,0.7679685354232788,,,
14,619,,,,,,4383.48291015625,,0.7356157302856445,,,
14,629,,,,,,,,,4585584.5,1635.1165771484375,0.8928841352462769
14,629,,,,30827222.0,4349.02099609375,,0.753715455532074,,,,
15,639,,,,,,4278.01953125,,0.7633345127105713,,,
15,659,,,,,,4245.64697265625,,0.7869805097579956,,,
15,671,,,,,,,,,4358647.5,1608.0145263671875,0.8981851935386658
15,671,,,,30194426.0,4318.31982421875,,0.7585240602493286,,,,
16,679,,,,,,4239.3017578125,,0.7778841257095337,,,
16,699,,,,,,4322.1494140625,,0.7601577639579773,,,
16,713,,,,,,,,,4196902.0,1551.5423583984375,0.901963472366333
16,713,,,,29617502.0,4262.814453125,,0.763381838798523,,,,
17,719,,,,,,4126.2158203125,,0.7814711332321167,,,
17,739,,,,,,4202.29248046875,,0.783822774887085,,,
17,755,,,,,,,,,4259515.5,1564.258544921875,0.9005008935928345
17,755,,,,29779706.0,4277.5,,0.7619550824165344,,,,
18,759,,,,,,4196.55615234375,,0.776038408279419,,,
18,779,,,,,,4310.02880859375,,0.767673671245575,,,
18,797,,,,,,,,,3798768.75,1481.2008056640625,0.9112635850906372
18,797,,,,28966160.0,4212.087890625,,0.7678704261779785,,,,
19,799,,,,,,4053.56298828125,,0.7906848788261414,,,
19,819,,,,,,4244.556640625,,0.7616055011749268,,,
19,839,,,,,,3468.42529296875,,0.40489667654037476,,,
19,839,,,,,,,,,3975202.75,1521.314208984375,0.907142162322998
19,839,,,,29175434.0,4225.95751953125,,0.766543984413147,,,,
20,859,,,,,,4234.45166015625,,0.7665866613388062,,,
20,879,,,,,,4206.6064453125,,0.7465137243270874,,,
20,881,,,,,,,,,4004662.0,1527.41015625,0.9064540266990662
20,881,,,,28662620.0,4205.421875,,0.7706171870231628,,,,
21,899,,,,,,4198.06787109375,,0.7671998739242554,,,
21,919,,,,,,4304.46728515625,,0.7675080299377441,,,
21,923,,,,,,,,,3932874.25,1497.47265625,0.908130943775177
21,923,,,,28096132.0,4161.5986328125,,0.7751415371894836,,,,
22,939,,,,,,3973.97119140625,,0.7824496626853943,,,
22,959,,,,,,3967.7607421875,,0.8016175627708435,,,
22,965,,,,,,,,,3656742.75,1442.8507080078125,0.9145811796188354
22,965,,,,28328698.0,4171.4560546875,,0.7733428478240967,,,,
23,979,,,,,,4347.8662109375,,0.7419961094856262,,,
23,999,,,,,,4138.521484375,,0.7869480848312378,,,
23,1007,,,,,,,,,3742935.25,1461.052490234375,0.9125677943229675
23,1007,,,,28074972.0,4149.56884765625,,0.7754129767417908,,,,
24,1019,,,,,,4109.67138671875,,0.7735332250595093,,,
24,1039,,,,,,4165.0986328125,,0.7859944105148315,,,
24,1049,,,,,,,,,3610962.0,1441.7647705078125,0.9156506061553955
24,1049,,,,27927482.0,4137.2763671875,,0.7767874598503113,,,,
25,1059,,,,,,4178.28466796875,,0.7690999507904053,,,
25,1079,,,,,,4107.09619140625,,0.7707573175430298,,,
25,1091,,,,,,,,,3698895.75,1459.354248046875,0.913596510887146
25,1091,,,,28203400.0,4166.69287109375,,0.7746156454086304,,,,
26,1099,,,,,,4063.012451171875,,0.7891073226928711,,,
26,1119,,,,,,4145.61083984375,,0.7685176134109497,,,
26,1133,,,,,,,,,4043571.0,1546.82421875,0.905545175075531
26,1133,,,,27585718.0,4107.84814453125,,0.77916020154953,,,,
27,1139,,,,,,4227.84130859375,,0.7736793160438538,,,
27,1159,,,,,,4225.623046875,,0.7761664986610413,,,
27,1175,,,,,,,,,3864389.0,1496.866455078125,0.9097307324409485
27,1175,,,,27737512.0,4115.73095703125,,0.7783156633377075,,,,
28,1179,,,,,,4025.966796875,,0.7845628261566162,,,
28,1199,,,,,,4106.544921875,,0.7899603247642517,,,
28,1217,,,,,,,,,3666141.75,1450.8997802734375,0.9143615961074829
28,1217,,,,27270866.0,4074.254150390625,,0.7820115089416504,,,,
29,1219,,,,,,4146.45751953125,,0.7771442532539368,,,
29,1239,,,,,,4206.51806640625,,0.7846181392669678,,,
29,1259,,,,,,4050.88525390625,,0.6940011978149414,,,
29,1259,,,,,,,,,3399688.0,1389.134521484375,0.9205858111381531
29,1259,,,,27618858.0,4105.3427734375,,0.7792437672615051,,,,
30,1279,,,,,,4025.9951171875,,0.7768685221672058,,,
30,1299,,,,,,4242.82763671875,,0.7782247066497803,,,
30,1301,,,,,,,,,3545074.25,1433.7347412109375,0.9171896576881409
30,1301,,,,27160464.0,4076.42138671875,,0.7827697992324829,,,,
31,1319,,,,,,4081.265625,,0.7949851155281067,,,
31,1339,,,,,,4095.696533203125,,0.779213547706604,,,
31,1343,,,,,,,,,3430921.25,1400.4759521484375,0.9198561906814575
31,1343,,,,26982682.0,4062.292724609375,,0.7842894792556763,,,,
32,1359,,,,,,4214.68408203125,,0.7822365164756775,,,
32,1379,,,,,,3962.46826171875,,0.7852821350097656,,,
32,1385,,,,,,,,,3351159.25,1384.70068359375,0.9217193722724915
32,1385,,,,27459902.0,4098.98095703125,,0.780546247959137,,,,
33,1399,,,,,,4232.3369140625,,0.7701760530471802,,,
33,1419,,,,,,4000.172607421875,,0.7797597050666809,,,
33,1427,,,,,,,,,3437573.25,1407.33447265625,0.9197008013725281
33,1427,,,,26896682.0,4047.55078125,,0.7850940823554993,,,,
34,1439,,,,,,4211.61865234375,,0.763885498046875,,,
34,1459,,,,,,3884.748291015625,,0.7976958751678467,,,
34,1469,,,,,,,,,3245620.75,1360.523193359375,0.9241846799850464
34,1469,,,,26910978.0,4066.177978515625,,0.7849795818328857,,,,
35,1479,,,,,,4144.0546875,,0.7891192436218262,,,
