epoch,step,test_loss,test_mae,test_r2,train_loss,train_mae_epoch,train_mae_step,train_r2_epoch,train_r2_step,valid_loss,valid_mae,valid_r2
0,19,,,,,,50352.2109375,,-21.41753387451172,,,
0,39,,,,,,50452.69140625,,-20.2430419921875,,,
0,41,,,,,,,,,2666853632.0,51256.2421875,-66.00104522705078
0,41,,,,2693509376.0,50677.40625,,-20.534269332885742,,,,
1,59,,,,,,51237.87890625,,-20.941638946533203,,,
1,79,,,,,,50366.875,,-19.516265869140625,,,
1,83,,,,,,,,,2626581760.0,50873.75,-64.98927307128906
1,83,,,,2671408384.0,50474.40234375,,-20.35219383239746,,,,
2,99,,,,,,49806.49609375,,-20.476533889770508,,,
2,119,,,,,,48842.8984375,,-20.336660385131836,,,
2,125,,,,,,,,,2501391360.0,49662.16796875,-61.84402847290039
2,125,,,,2582068224.0,49651.1484375,,-19.634803771972656,,,,
3,139,,,,,,48102.16015625,,-16.914621353149414,,,
3,159,,,,,,46477.34765625,,-18.345617294311523,,,
3,167,,,,,,,,,2232909056.0,46921.6796875,-55.09878921508789
3,167,,,,2359312128.0,47523.2578125,,-17.8609676361084,,,,
4,179,,,,,,44533.0234375,,-14.285571098327637,,,
4,199,,,,,,41478.84765625,,-13.904210090637207,,,
4,209,,,,,,,,,1785540224.0,41794.7890625,-43.859256744384766
4,209,,,,1942827520.0,43170.53125,,-14.532586097717285,,,,
5,219,,,,,,37842.83984375,,-11.570123672485352,,,
5,239,,,,,,33738.48046875,,-8.519510269165039,,,
5,251,,,,,,,,,1204757504.0,33387.19921875,-29.267879486083984
5,251,,,,1340945280.0,35549.62109375,,-9.721675872802734,,,,
6,259,,,,,,27873.048828125,,-6.227771759033203,,,
6,279,,,,,,21931.08203125,,-3.7268500328063965,,,
6,293,,,,,,,,,684617280.0,22987.4609375,-16.200071334838867
6,293,,,,709019968.0,24190.185546875,,-4.668013095855713,,,,
7,299,,,,,,17768.14453125,,-2.333977460861206,,,
7,319,,,,,,14721.1376953125,,-1.2066633701324463,,,
7,335,,,,,,,,,413972576.0,17852.939453125,-9.400493621826172
7,335,,,,331308352.0,15547.6455078125,,-1.6471662521362305,,,,
8,339,,,,,,11630.123046875,,-0.4639294147491455,,,
8,359,,,,,,9171.7412109375,,0.02672255039215088,,,
8,377,,,,,,,,,122925800.0,9593.873046875,-2.0883421897888184
8,377,,,,140069392.0,9491.8291015625,,-0.11898968368768692,,,,
9,379,,,,,,7045.02392578125,,0.34100258350372314,,,
9,399,,,,,,5989.57421875,,0.5093592405319214,,,
9,419,,,,,,11282.115234375,,-0.40992987155914307,,,
9,419,,,,,,,,,58444012.0,6746.130859375,-0.46832573413848877
9,419,,,,62087244.0,6264.3994140625,,0.5028043985366821,,,,
10,439,,,,,,5507.37646484375,,0.6055857539176941,,,
10,459,,,,,,5363.4736328125,,0.6662729978561401,,,
10,461,,,,,,,,,54817432.0,6789.7724609375,-0.37721288204193115
10,461,,,,49849548.0,5610.30859375,,0.6013489961624146,,,,
11,479,,,,,,5232.169921875,,0.6523381471633911,,,
11,499,,,,,,5245.89306640625,,0.6566568613052368,,,
11,503,,,,,,,,,48458348.0,6482.791015625,-0.21744954586029053
11,503,,,,45357000.0,5339.234375,,0.6373862624168396,,,,
12,519,,,,,,5009.8173828125,,0.6847171187400818,,,
12,539,,,,,,5288.8837890625,,0.6563423871994019,,,
12,545,,,,,,,,,55693848.0,7055.39453125,-0.3992316722869873
12,545,,,,43193012.0,5210.373046875,,0.6548153162002563,,,,
13,559,,,,,,4976.87451171875,,0.6552730202674866,,,
13,579,,,,,,5159.48193359375,,0.673355758190155,,,
13,587,,,,,,,,,45074928.0,6316.73388671875,-0.1324458122253418
13,587,,,,42361100.0,5154.400390625,,0.6608960032463074,,,,
14,599,,,,,,5232.33935546875,,0.6352906227111816,,,
14,619,,,,,,5414.9775390625,,0.6377866268157959,,,
14,629,,,,,,,,,48767424.0,6631.03173828125,-0.22521471977233887
14,629,,,,42134780.0,5137.2646484375,,0.6631938815116882,,,,
15,639,,,,,,5192.3779296875,,0.6603878140449524,,,
15,659,,,,,,5114.763671875,,0.6568529009819031,,,
15,671,,,,,,,,,52882396.0,6952.94384765625,-0.3285977840423584
15,671,,,,41252992.0,5086.7783203125,,0.6704086065292358,,,,
16,679,,,,,,5081.16552734375,,0.6815474629402161,,,
16,699,,,,,,5158.0380859375,,0.68882155418396,,,
