station,time,temperature_2m,relative_humidity_2m,dew_point_2m,wind_speed_10m,shortwave_radiation,apparent_temperature
Houston,2021-01-01 00:00:00,44.8,86,40.9,13.4,0.0,37.0
Houston,2021-01-01 01:00:00,43.6,83,38.7,11.0,0.0,36.2
Houston,2021-01-01 02:00:00,42.4,85,38.2,11.3,0.0,34.9
Houston,2021-01-01 03:00:00,41.9,83,37.1,10.2,0.0,34.6
Houston,2021-01-01 04:00:00,40.7,82,35.6,10.5,0.0,33.0
Houston,2021-01-01 05:00:00,40.3,83,35.6,9.1,0.0,33.3
Houston,2021-01-01 06:00:00,40.1,83,35.3,7.8,0.0,33.5
Houston,2021-01-01 07:00:00,39.7,81,34.3,8.3,0.0,32.7
Houston,2021-01-01 08:00:00,39.5,82,34.5,6.5,0.0,33.4
Houston,2021-01-01 09:00:00,40.0,84,35.5,6.1,48.0,34.1
Houston,2021-01-01 10:00:00,42.2,80,36.5,8.3,222.0,35.6
Houston,2021-01-01 11:00:00,44.9,75,37.5,9.4,402.0,38.0
Houston,2021-01-01 12:00:00,47.3,69,37.7,9.1,533.0,40.6
Houston,2021-01-01 13:00:00,50.0,65,38.7,8.8,631.0,44.4
Houston,2021-01-01 14:00:00,51.8,63,39.6,8.2,604.0,46.4
Houston,2021-01-01 15:00:00,53.8,61,40.7,7.9,580.0,48.5
Houston,2021-01-01 16:00:00,53.5,63,41.2,7.9,449.0,48.0
Houston,2021-01-01 17:00:00,54.0,60,40.4,8.5,360.0,48.1
Houston,2021-01-01 18:00:00,52.5,58,38.1,9.5,103.0,45.7
Houston,2021-01-01 19:00:00,49.6,65,38.3,10.8,0.0,42.3
Houston,2021-01-01 20:00:00,47.3,69,37.6,9.6,0.0,40.3
Houston,2021-01-01 21:00:00,46.3,67,35.9,9.4,0.0,39.1
Houston,2021-01-01 22:00:00,44.7,69,35.2,8.2,0.0,38.0
Houston,2021-01-01 23:00:00,45.1,72,36.6,6.3,0.0,39.4
Houston,2021-01-02 00:00:00,43.3,73,35.2,3.5,0.0,38.5
Houston,2021-01-02 01:00:00,42.0,77,35.3,3.7,0.0,37.2
Houston,2021-01-02 02:00:00,41.3,78,35.0,3.5,0.0,36.5
Houston,2021-01-02 03:00:00,41.6,73,33.6,3.5,0.0,36.5
Houston,2021-01-02 04:00:00,41.0,77,34.3,3.7,0.0,35.9
Houston,2021-01-02 05:00:00,42.3,79,36.3,2.9,0.0,38.0
Houston,2021-01-02 06:00:00,41.9,82,36.8,4.6,0.0,36.9
Houston,2021-01-02 07:00:00,42.1,76,35.1,4.6,0.0,36.9
Houston,2021-01-02 08:00:00,41.5,75,34.2,4.7,0.0,36.0
Houston,2021-01-02 09:00:00,42.5,77,35.8,4.6,27.0,37.3
Houston,2021-01-02 10:00:00,44.2,75,36.8,8.6,95.0,37.5
Houston,2021-01-02 11:00:00,45.7,73,37.6,10.2,168.0,38.6
Houston,2021-01-02 12:00:00,49.9,64,38.2,10.0,534.0,42.9
Houston,2021-01-02 13:00:00,52.5,61,39.4,10.3,636.0,46.4
Houston,2021-01-02 14:00:00,54.7,58,40.2,10.2,667.0,49.2
Houston,2021-01-02 15:00:00,56.6,53,39.7,9.8,628.0,50.7
Houston,2021-01-02 16:00:00,57.8,47,37.7,9.7,518.0,50.9
Houston,2021-01-02 17:00:00,58.4,43,36.0,8.7,349.0,51.6
Houston,2021-01-02 18:00:00,57.7,36,30.9,6.8,141.0,50.8
Houston,2021-01-02 19:00:00,53.6,39,29.3,2.1,0.0,48.5
Houston,2021-01-02 20:00:00,49.5,57,34.9,2.2,0.0,45.2
Houston,2021-01-02 21:00:00,48.0,57,33.5,2.7,0.0,43.2
Houston,2021-01-02 22:00:00,45.6,66,34.9,3.4,0.0,40.8
Houston,2021-01-02 23:00:00,45.3,61,32.6,4.0,0.0,39.9
Houston,2021-01-03 00:00:00,44.1,72,35.7,2.5,0.0,39.8
Houston,2021-01-03 01:00:00,43.5,71,34.7,4.0,0.0,38.4
Houston,2021-01-03 02:00:00,42.8,72,34.4,4.1,0.0,37.7
Houston,2021-01-03 03:00:00,42.1,71,33.4,2.9,0.0,37.3
Houston,2021-01-03 04:00:00,41.3,74,33.7,3.7,0.0,36.2
Houston,2021-01-03 05:00:00,40.7,73,32.7,3.6,0.0,35.4
Houston,2021-01-03 06:00:00,40.3,74,32.7,3.4,0.0,35.2
Houston,2021-01-03 07:00:00,40.1,78,33.8,3.2,0.0,35.2
Houston,2021-01-03 08:00:00,39.3,84,34.9,4.3,0.0,34.2
Houston,2021-01-03 09:00:00,42.7,86,38.8,2.5,48.0,39.0
Houston,2021-01-03 10:00:00,53.1,72,44.3,6.7,221.0,48.8
Houston,2021-01-03 11:00:00,59.9,59,45.6,9.7,409.0,54.7
Houston,2021-01-03 12:00:00,64.3,43,41.3,11.1,559.0,57.5
Houston,2021-01-03 13:00:00,66.1,41,41.7,9.9,646.0,60.8
Houston,2021-01-03 14:00:00,67.8,41,43.2,8.1,666.0,63.8
Houston,2021-01-03 15:00:00,68.2,42,44.3,7.2,621.0,64.4
Houston,2021-01-03 16:00:00,68.2,39,42.3,8.8,512.0,62.6
Houston,2021-01-03 17:00:00,67.1,43,43.9,10.1,342.0,61.3
Houston,2021-01-03 18:00:00,65.1,48,44.9,10.6,135.0,59.3
Houston,2021-01-03 19:00:00,61.1,54,44.3,8.3,0.0,56.2
Houston,2021-01-03 20:00:00,58.7,61,45.3,7.6,0.0,54.3
Houston,2021-01-03 21:00:00,56.7,68,46.3,7.4,0.0,52.6
Houston,2021-01-03 22:00:00,55.6,71,46.4,5.6,0.0,52.3
Houston,2021-01-03 23:00:00,54.1,82,48.7,4.3,0.0,52.0
Houston,2021-01-04 00:00:00,53.6,83,48.6,4.7,0.0,51.3
Houston,2021-01-04 01:00:00,52.7,87,49.0,5.8,0.0,50.0
Houston,2021-01-04 02:00:00,52.5,88,49.0,3.6,0.0,50.7
Houston,2021-01-04 03:00:00,52.0,89,48.9,3.4,0.0,50.3
Houston,2021-01-04 04:00:00,50.8,91,48.2,2.2,0.0,49.4
Houston,2021-01-04 05:00:00,49.9,91,47.3,2.6,0.0,48.1
Houston,2021-01-04 06:00:00,48.5,93,46.6,2.1,0.0,46.7
Houston,2021-01-04 07:00:00,47.0,94,45.3,0.3,0.0,45.7
Houston,2021-01-04 08:00:00,49.2,99,49.0,0.4,0.0,48.8
Houston,2021-01-04 09:00:00,49.6,100,49.6,1.4,27.0,48.9
Houston,2021-01-04 10:00:00,57.2,99,56.9,3.8,216.0,57.8
Houston,2021-01-04 11:00:00,62.9,90,59.9,7.2,392.0,63.3
Houston,2021-01-04 12:00:00,68.9,75,60.6,10.5,542.0,68.0
Houston,2021-01-04 13:00:00,72.3,63,59.0,11.0,630.0,71.4
Houston,2021-01-04 14:00:00,73.6,61,59.4,9.9,653.0,73.5
Houston,2021-01-04 15:00:00,75.2,51,55.9,8.6,606.0,74.0
Houston,2021-01-04 16:00:00,75.7,46,53.5,5.4,500.0,74.5
Houston,2021-01-04 17:00:00,75.6,45,52.8,3.6,334.0,74.9
Houston,2021-01-04 18:00:00,73.5,48,52.6,2.7,135.0,73.2
Houston,2021-01-04 19:00:00,68.6,54,51.3,2.5,0.0,67.9
Houston,2021-01-04 20:00:00,65.6,60,51.4,1.4,0.0,65.5
Houston,2021-01-04 21:00:00,64.0,62,50.7,0.7,0.0,63.9
Houston,2021-01-04 22:00:00,60.8,72,51.7,4.8,0.0,59.2
Houston,2021-01-04 23:00:00,59.6,73,50.9,3.2,0.0,58.5
Houston,2021-01-05 00:00:00,58.2,73,49.6,2.2,0.0,57.2
Houston,2021-01-05 01:00:00,55.7,80,49.6,2.0,0.0,54.8
Houston,2021-01-05 02:00:00,55.4,80,49.4,2.5,0.0,54.3
Houston,2021-01-05 03:00:00,53.7,88,50.3,1.2,0.0,53.3
Houston,2021-01-05 04:00:00,52.7,87,48.9,1.0,0.0,52.0
Houston,2021-01-05 05:00:00,51.9,87,48.2,2.7,0.0,50.3
Houston,2021-01-05 06:00:00,51.8,88,48.3,3.8,0.0,49.7
Houston,2021-01-05 07:00:00,52.1,78,45.5,2.9,0.0,49.7
Houston,2021-01-05 08:00:00,50.2,85,45.9,1.3,0.0,48.6
Houston,2021-01-05 09:00:00,51.5,84,46.8,3.7,44.0,49.1
Houston,2021-01-05 10:00:00,57.8,71,48.4,6.6,210.0,54.6
Houston,2021-01-05 11:00:00,61.6,52,43.8,8.6,377.0,56.4
Houston,2021-01-05 12:00:00,64.9,45,43.0,8.5,547.0,59.5
Houston,2021-01-05 13:00:00,67.1,43,43.8,10.6,616.0,61.6
Houston,2021-01-05 14:00:00,68.6,42,44.6,10.2,644.0,63.8
Houston,2021-01-05 15:00:00,68.3,39,42.4,10.2,613.0,62.7
Houston,2021-01-05 16:00:00,68.5,41,43.9,9.5,504.0,62.9
Houston,2021-01-05 17:00:00,67.3,48,47.0,8.8,338.0,62.8
Houston,2021-01-05 18:00:00,65.2,55,48.6,9.0,138.0,61.0
Houston,2021-01-05 19:00:00,61.5,68,50.8,6.7,0.0,58.9
Houston,2021-01-05 20:00:00,59.5,77,52.3,6.1,0.0,57.6
Houston,2021-01-05 21:00:00,58.6,82,53.1,4.9,0.0,57.5
Houston,2021-01-05 22:00:00,58.0,86,53.8,4.7,0.0,57.2
Houston,2021-01-05 23:00:00,58.2,84,53.4,6.2,0.0,56.7
Houston,2021-01-06 00:00:00,58.5,87,54.7,6.1,0.0,57.4
Houston,2021-01-06 01:00:00,58.2,86,54.1,4.8,0.0,57.5
Houston,2021-01-06 02:00:00,58.1,88,54.6,4.7,0.0,57.6
Houston,2021-01-06 03:00:00,58.4,88,54.9,5.9,0.0,57.5
Houston,2021-01-06 04:00:00,58.7,87,54.8,5.4,0.0,57.9
Houston,2021-01-06 05:00:00,58.2,90,55.3,4.0,0.0,58.2
Houston,2021-01-06 06:00:00,58.4,90,55.5,4.2,0.0,58.4
Houston,2021-01-06 07:00:00,59.0,91,56.4,6.3,0.0,58.5
Houston,2021-01-06 08:00:00,59.7,91,57.0,7.2,0.0,58.9
Houston,2021-01-06 09:00:00,61.2,94,59.5,5.2,23.0,62.2
Houston,2021-01-06 10:00:00,62.6,93,60.5,7.6,130.0,62.9
Houston,2021-01-06 11:00:00,64.7,92,62.3,9.5,247.0,65.0
Houston,2021-01-06 12:00:00,68.0,87,64.0,8.9,252.0,69.4
Houston,2021-01-06 13:00:00,69.8,80,63.4,12.4,193.0,69.4
Houston,2021-01-06 14:00:00,73.2,65,60.7,15.4,333.0,70.3
Houston,2021-01-06 15:00:00,73.5,61,59.3,16.6,478.0,69.6
Houston,2021-01-06 16:00:00,73.3,64,60.4,18.9,492.0,68.8
Houston,2021-01-06 17:00:00,71.8,66,59.9,17.9,228.0,67.6
Houston,2021-01-06 18:00:00,69.1,71,59.3,17.3,123.0,65.0
Houston,2021-01-06 19:00:00,57.7,87,53.9,16.6,0.0,51.9
Houston,2021-01-06 20:00:00,57.0,78,50.2,8.6,0.0,53.4
Houston,2021-01-06 21:00:00,56.2,79,49.7,7.4,0.0,53.0
Houston,2021-01-06 22:00:00,54.9,72,46.1,10.2,0.0,49.6
Houston,2021-01-06 23:00:00,53.8,68,43.5,9.0,0.0,48.4
Houston,2021-01-07 00:00:00,52.2,65,40.8,11.0,0.0,45.3
Houston,2021-01-07 01:00:00,51.1,67,40.5,8.6,0.0,45.2
Houston,2021-01-07 02:00:00,50.7,69,40.9,8.3,0.0,45.0
Houston,2021-01-07 03:00:00,50.0,72,41.4,7.0,0.0,45.0
Houston,2021-01-07 04:00:00,50.0,67,39.4,10.4,0.0,43.0
Houston,2021-01-07 05:00:00,49.1,69,39.4,10.3,0.0,42.3
Houston,2021-01-07 06:00:00,49.0,66,38.1,10.2,0.0,41.9
Houston,2021-01-07 07:00:00,48.2,67,37.8,10.5,0.0,41.0
Houston,2021-01-07 08:00:00,47.3,69,37.7,8.5,0.0,40.9
Houston,2021-01-07 09:00:00,47.2,73,39.0,7.9,47.0,41.2
Houston,2021-01-07 10:00:00,49.3,71,40.3,11.0,221.0,42.3
Houston,2021-01-07 11:00:00,51.4,68,41.2,11.1,410.0,44.5
Houston,2021-01-07 12:00:00,53.7,65,42.3,11.0,510.0,47.2
Houston,2021-01-07 13:00:00,56.1,61,42.8,12.6,651.0,49.9
Houston,2021-01-07 14:00:00,57.5,58,42.9,11.7,675.0,51.9
Houston,2021-01-07 15:00:00,59.1,56,43.5,12.5,633.0,52.9
Houston,2021-01-07 16:00:00,59.1,56,43.5,13.1,530.0,52.0
Houston,2021-01-07 17:00:00,59.0,53,41.9,12.1,365.0,51.8
Houston,2021-01-07 18:00:00,57.8,55,41.7,12.9,83.0,50.3
Houston,2021-01-07 19:00:00,55.3,54,38.9,11.9,0.0,47.6
Houston,2021-01-07 20:00:00,53.6,58,39.2,12.4,0.0,45.8
Houston,2021-01-07 21:00:00,50.6,62,38.0,9.9,0.0,43.6
Houston,2021-01-07 22:00:00,49.2,66,38.4,4.9,0.0,44.4
Houston,2021-01-07 23:00:00,48.5,66,37.7,6.1,0.0,43.1
Houston,2021-01-08 00:00:00,47.1,70,37.8,5.0,0.0,42.1
Houston,2021-01-08 01:00:00,45.5,71,36.7,3.9,0.0,40.9
Houston,2021-01-08 02:00:00,44.4,75,37.0,3.9,0.0,39.8
Houston,2021-01-08 03:00:00,44.0,77,37.3,4.5,0.0,39.2
Houston,2021-01-08 04:00:00,43.4,80,37.6,5.0,0.0,38.4
Houston,2021-01-08 05:00:00,42.7,82,37.6,4.1,0.0,38.0
Houston,2021-01-08 06:00:00,42.0,85,37.9,3.6,0.0,37.7
Houston,2021-01-08 07:00:00,44.3,85,40.1,2.8,0.0,40.7
Houston,2021-01-08 08:00:00,45.5,80,39.7,3.1,0.0,41.8
Houston,2021-01-08 09:00:00,46.4,76,39.2,4.5,23.0,41.9
Houston,2021-01-08 10:00:00,47.4,81,41.9,6.6,85.0,42.7
Houston,2021-01-08 11:00:00,49.7,70,40.3,8.9,217.0,43.6
Houston,2021-01-08 12:00:00,50.3,64,38.6,9.2,116.0,43.7
Houston,2021-01-08 13:00:00,51.9,61,38.9,9.9,347.0,45.2
Houston,2021-01-08 14:00:00,51.8,64,40.0,7.8,326.0,46.0
Houston,2021-01-08 15:00:00,52.9,61,39.8,10.0,548.0,46.3
Houston,2021-01-08 16:00:00,52.7,63,40.4,10.5,485.0,45.9
Houston,2021-01-08 17:00:00,52.3,61,39.2,8.7,240.0,46.1
Houston,2021-01-08 18:00:00,52.1,58,37.8,7.0,114.0,46.3
Houston,2021-01-08 19:00:00,48.7,63,36.7,5.2,0.0,43.4
Houston,2021-01-08 20:00:00,47.3,65,36.2,3.8,0.0,42.6
Houston,2021-01-08 21:00:00,46.1,71,37.2,7.0,0.0,40.2
Houston,2021-01-08 22:00:00,45.2,71,36.3,5.2,0.0,39.9
Houston,2021-01-08 23:00:00,44.0,74,36.3,4.4,0.0,39.0
Houston,2021-01-09 00:00:00,42.0,80,36.3,3.5,0.0,37.5
Houston,2021-01-09 01:00:00,41.7,81,36.3,3.2,0.0,37.2
Houston,2021-01-09 02:00:00,40.5,82,35.4,1.7,0.0,36.5
Houston,2021-01-09 03:00:00,39.9,82,34.8,1.6,0.0,35.8
Houston,2021-01-09 04:00:00,38.3,87,34.8,1.1,0.0,34.5
Houston,2021-01-09 05:00:00,38.2,83,33.5,2.2,0.0,33.6
Houston,2021-01-09 06:00:00,37.2,88,34.0,2.7,0.0,32.5
Houston,2021-01-09 07:00:00,37.2,85,33.1,3.1,0.0,32.2
Houston,2021-01-09 08:00:00,36.8,87,33.3,3.4,0.0,31.8
Houston,2021-01-09 09:00:00,38.3,93,36.5,2.2,46.0,34.3
Houston,2021-01-09 10:00:00,43.1,83,38.3,6.0,211.0,37.8
Houston,2021-01-09 11:00:00,46.4,75,38.9,6.7,331.0,40.9
Houston,2021-01-09 12:00:00,49.2,69,39.5,4.8,546.0,44.7
Houston,2021-01-09 13:00:00,51.4,64,39.6,4.3,637.0,48.1
Houston,2021-01-09 14:00:00,53.3,59,39.3,4.9,687.0,50.2
Houston,2021-01-09 15:00:00,54.0,59,40.0,5.2,639.0,50.4
Houston,2021-01-09 16:00:00,54.5,60,40.9,5.2,528.0,50.1
Houston,2021-01-09 17:00:00,54.7,55,38.9,3.9,368.0,50.5
Houston,2021-01-09 18:00:00,53.1,54,36.9,5.1,162.0,47.9
Houston,2021-01-09 19:00:00,50.4,61,37.5,4.3,0.0,45.7
Houston,2021-01-09 20:00:00,48.7,63,36.7,3.5,0.0,44.2
Houston,2021-01-09 21:00:00,47.5,64,36.0,1.4,0.0,43.8
Houston,2021-01-09 22:00:00,48.6,72,40.0,4.7,0.0,44.2
Houston,2021-01-09 23:00:00,47.9,79,41.7,1.6,0.0,45.2
Houston,2021-01-10 00:00:00,49.5,68,39.4,0.5,0.0,46.8
Houston,2021-01-10 01:00:00,49.0,65,37.7,8.8,0.0,42.4
Houston,2021-01-10 02:00:00,47.2,68,37.1,8.8,0.0,40.5
Houston,2021-01-10 03:00:00,46.5,68,36.5,8.1,0.0,40.0
Houston,2021-01-10 04:00:00,46.3,75,38.8,8.3,0.0,40.1
Houston,2021-01-10 05:00:00,45.1,74,37.3,9.7,0.0,38.1
Houston,2021-01-10 06:00:00,43.7,83,38.9,10.8,0.0,36.6
Houston,2021-01-10 07:00:00,42.2,91,39.8,6.8,0.0,36.9
Houston,2021-01-10 08:00:00,41.5,91,39.1,11.1,0.0,34.2
Houston,2021-01-10 09:00:00,41.4,90,38.7,10.7,3.0,34.2
Houston,2021-01-10 10:00:00,41.2,90,38.5,11.5,80.0,33.7
Houston,2021-01-10 11:00:00,41.0,92,38.9,11.8,178.0,33.4
Houston,2021-01-10 12:00:00,40.9,93,39.0,15.9,227.0,31.5
Houston,2021-01-10 13:00:00,40.9,92,38.7,14.1,220.0,32.3
Houston,2021-01-10 14:00:00,40.3,95,39.0,14.1,197.0,31.8
Houston,2021-01-10 15:00:00,39.0,94,37.4,13.0,66.0,30.6
Houston,2021-01-10 16:00:00,38.6,93,36.8,16.1,35.0,28.8
Houston,2021-01-10 17:00:00,38.5,90,35.8,14.4,25.0,29.2
Houston,2021-01-10 18:00:00,37.4,93,35.5,13.7,19.0,28.3
Houston,2021-01-10 19:00:00,37.2,93,35.3,14.4,0.0,27.8
Houston,2021-01-10 20:00:00,36.5,94,34.9,14.4,0.0,27.0
Houston,2021-01-10 21:00:00,36.0,89,33.1,13.4,0.0,26.7
Houston,2021-01-10 22:00:00,36.8,92,34.7,10.9,0.0,28.8
Houston,2021-01-10 23:00:00,36.8,93,35.0,9.7,0.0,29.4
Houston,2021-01-11 00:00:00,36.5,92,34.4,11.5,0.0,28.2
Houston,2021-01-11 01:00:00,36.4,92,34.3,11.3,0.0,28.1
Houston,2021-01-11 02:00:00,36.5,91,34.1,12.3,0.0,27.8
Houston,2021-01-11 03:00:00,36.5,90,33.9,12.5,0.0,27.7
Houston,2021-01-11 04:00:00,36.6,90,34.0,11.6,0.0,28.2
Houston,2021-01-11 05:00:00,36.7,89,33.8,10.8,0.0,28.6
Houston,2021-01-11 06:00:00,36.1,88,32.9,10.7,0.0,27.9
Houston,2021-01-11 07:00:00,36.7,87,33.2,9.0,0.0,29.3
Houston,2021-01-11 08:00:00,35.7,88,32.5,7.5,0.0,28.8
Houston,2021-01-11 09:00:00,35.7,91,33.4,7.3,25.0,29.0
Houston,2021-01-11 10:00:00,36.5,90,33.9,9.3,92.0,29.1
Houston,2021-01-11 11:00:00,37.4,91,35.0,9.2,117.0,30.1
Houston,2021-01-11 12:00:00,37.8,89,34.9,9.2,187.0,30.6
Houston,2021-01-11 13:00:00,39.6,79,33.6,10.2,211.0,31.7
Houston,2021-01-11 14:00:00,41.4,76,34.4,11.9,279.0,32.9
Houston,2021-01-11 15:00:00,42.1,75,34.8,11.9,286.0,33.7
Houston,2021-01-11 16:00:00,42.3,76,35.3,11.4,229.0,34.2
Houston,2021-01-11 17:00:00,43.2,71,34.4,11.2,189.0,35.0
Houston,2021-01-11 18:00:00,41.9,71,33.2,10.4,68.0,33.9
Houston,2021-01-11 19:00:00,40.7,75,33.4,9.3,0.0,33.1
Houston,2021-01-11 20:00:00,39.3,78,33.1,6.9,0.0,32.7
Houston,2021-01-11 21:00:00,38.7,79,32.8,7.9,0.0,31.6
Houston,2021-01-11 22:00:00,38.4,83,33.7,6.5,0.0,32.1
Houston,2021-01-11 23:00:00,37.9,84,33.5,7.4,0.0,31.2
Houston,2021-01-12 00:00:00,37.1,84,32.7,6.3,0.0,30.7
Houston,2021-01-12 01:00:00,36.1,86,32.3,4.4,0.0,30.5
Houston,2021-01-12 02:00:00,35.3,88,32.1,4.5,0.0,29.6
Houston,2021-01-12 03:00:00,34.1,92,32.0,4.1,0.0,28.6
Houston,2021-01-12 04:00:00,33.4,93,31.6,2.6,0.0,28.4
Houston,2021-01-12 05:00:00,33.5,93,31.7,2.9,0.0,28.4
Houston,2021-01-12 06:00:00,33.8,90,31.1,2.1,0.0,28.9
Houston,2021-01-12 07:00:00,32.9,85,28.9,1.8,0.0,27.9
Houston,2021-01-12 08:00:00,32.0,88,28.8,2.5,0.0,26.6
Houston,2021-01-12 09:00:00,33.4,91,31.1,2.1,48.0,28.5
Houston,2021-01-12 10:00:00,37.6,90,35.0,2.5,225.0,33.2
Houston,2021-01-12 11:00:00,42.5,79,36.4,3.4,416.0,38.0
Houston,2021-01-12 12:00:00,46.0,74,38.2,1.7,564.0,42.7
Houston,2021-01-12 13:00:00,48.0,66,37.2,2.0,657.0,45.4
Houston,2021-01-12 14:00:00,49.3,65,38.1,2.0,685.0,47.3
Houston,2021-01-12 15:00:00,49.5,59,35.8,1.6,368.0,45.6
Houston,2021-01-12 16:00:00,50.0,57,35.4,1.6,382.0,46.1
Houston,2021-01-12 17:00:00,50.0,54,34.0,1.4,374.0,45.9
Houston,2021-01-12 18:00:00,49.3,54,33.4,2.3,164.0,44.7
Houston,2021-01-12 19:00:00,47.7,57,33.2,4.6,0.0,42.1
Houston,2021-01-12 20:00:00,46.2,63,34.3,4.3,0.0,40.9
Houston,2021-01-12 21:00:00,44.8,74,37.0,5.4,0.0,39.6
Houston,2021-01-12 22:00:00,44.0,75,36.6,4.5,0.0,39.1
Houston,2021-01-12 23:00:00,43.8,71,35.0,3.9,0.0,38.9
Houston,2021-01-13 00:00:00,44.5,70,35.3,2.2,0.0,40.2
Houston,2021-01-13 01:00:00,44.0,72,35.6,2.4,0.0,39.8
Houston,2021-01-13 02:00:00,43.3,73,35.2,3.6,0.0,38.5
Houston,2021-01-13 03:00:00,42.6,75,35.2,3.8,0.0,37.7
Houston,2021-01-13 04:00:00,41.8,73,33.7,3.5,0.0,36.7
Houston,2021-01-13 05:00:00,40.6,76,33.6,1.8,0.0,36.3
Houston,2021-01-13 06:00:00,39.0,87,35.4,2.7,0.0,34.6
Houston,2021-01-13 07:00:00,38.2,85,34.1,2.4,0.0,33.7
Houston,2021-01-13 08:00:00,37.3,88,34.0,3.1,0.0,32.4
Houston,2021-01-13 09:00:00,38.3,89,35.3,2.7,46.0,33.8
Houston,2021-01-13 10:00:00,42.5,80,36.8,4.7,222.0,37.5
Houston,2021-01-13 11:00:00,47.9,65,36.7,5.0,417.0,42.7
Houston,2021-01-13 12:00:00,52.2,63,40.0,6.8,575.0,47.2
Houston,2021-01-13 13:00:00,54.6,60,41.0,6.8,668.0,50.8
Houston,2021-01-13 14:00:00,57.6,51,39.6,7.4,700.0,53.5
Houston,2021-01-13 15:00:00,59.1,49,40.0,8.0,663.0,54.5
Houston,2021-01-13 16:00:00,59.9,45,38.5,6.9,560.0,54.4
Houston,2021-01-13 17:00:00,60.2,42,37.0,7.4,394.0,54.1
Houston,2021-01-13 18:00:00,59.2,38,33.6,6.3,180.0,53.0
Houston,2021-01-13 19:00:00,54.4,47,34.6,3.8,0.0,49.3
Houston,2021-01-13 20:00:00,51.1,66,40.2,6.1,0.0,46.2
Houston,2021-01-13 21:00:00,48.2,70,38.9,5.3,0.0,43.4
Houston,2021-01-13 22:00:00,46.5,67,36.2,4.4,0.0,41.5
Houston,2021-01-13 23:00:00,44.7,68,34.8,5.2,0.0,39.2
Houston,2021-01-14 00:00:00,43.7,75,36.3,4.9,0.0,38.6
Houston,2021-01-14 01:00:00,42.4,80,36.7,3.6,0.0,37.8
Houston,2021-01-14 02:00:00,41.3,84,36.8,4.5,0.0,36.4
Houston,2021-01-14 03:00:00,41.0,84,36.6,3.6,0.0,36.5
Houston,2021-01-14 04:00:00,41.9,79,35.9,4.3,0.0,37.0
Houston,2021-01-14 05:00:00,42.1,80,36.4,3.6,0.0,37.5
Houston,2021-01-14 06:00:00,41.9,82,36.9,3.8,0.0,37.3
Houston,2021-01-14 07:00:00,41.9,89,38.9,3.0,0.0,37.9
Houston,2021-01-14 08:00:00,42.0,88,38.7,3.8,0.0,37.8
Houston,2021-01-14 09:00:00,43.3,93,41.4,2.6,47.0,40.1
Houston,2021-01-14 10:00:00,50.1,100,50.1,8.1,178.0,46.8
Houston,2021-01-14 11:00:00,59.0,77,51.8,8.9,434.0,55.7
Houston,2021-01-14 12:00:00,65.4,58,50.3,12.5,573.0,60.4
Houston,2021-01-14 13:00:00,68.5,50,49.1,14.4,672.0,63.2
Houston,2021-01-14 14:00:00,71.8,42,47.5,15.8,703.0,65.7
Houston,2021-01-14 15:00:00,73.4,40,47.7,15.0,658.0,67.4
Houston,2021-01-14 16:00:00,72.5,35,43.3,15.9,549.0,64.0
Houston,2021-01-14 17:00:00,71.1,37,43.5,12.2,376.0,64.3
Houston,2021-01-14 18:00:00,69.0,33,38.7,9.9,173.0,62.2
Houston,2021-01-14 19:00:00,64.4,38,38.2,9.4,0.0,57.6
Houston,2021-01-14 20:00:00,61.7,41,37.8,8.5,0.0,55.3
Houston,2021-01-14 21:00:00,60.2,40,35.8,6.5,0.0,54.3
Houston,2021-01-14 22:00:00,56.8,46,36.2,4.2,0.0,51.9
Houston,2021-01-14 23:00:00,56.0,47,36.0,6.8,0.0,50.0
Houston,2021-01-15 00:00:00,55.8,40,31.8,8.4,0.0,48.4
Houston,2021-01-15 01:00:00,54.5,36,28.1,10.7,0.0,45.6
Houston,2021-01-15 02:00:00,53.2,31,23.3,8.4,0.0,44.7
Houston,2021-01-15 03:00:00,50.8,36,24.8,7.2,0.0,42.9
Houston,2021-01-15 04:00:00,49.5,36,23.6,7.1,0.0,41.6
Houston,2021-01-15 05:00:00,47.3,41,24.7,6.2,0.0,39.8
Houston,2021-01-15 06:00:00,45.6,44,25.0,4.9,0.0,38.8
Houston,2021-01-15 07:00:00,43.8,45,23.9,5.0,0.0,36.8
Houston,2021-01-15 08:00:00,42.8,44,22.3,4.0,0.0,36.0
Houston,2021-01-15 09:00:00,44.9,44,24.3,9.2,52.0,36.2
Houston,2021-01-15 10:00:00,49.6,35,23.0,10.4,236.0,40.2
Houston,2021-01-15 11:00:00,53.9,26,19.8,13.4,435.0,42.9
Houston,2021-01-15 12:00:00,56.1,25,20.7,15.5,597.0,44.7
Houston,2021-01-15 13:00:00,58.1,23,20.4,14.9,693.0,47.7
Houston,2021-01-15 14:00:00,59.1,20,18.1,16.6,733.0,48.1
Houston,2021-01-15 15:00:00,60.0,19,17.6,15.9,691.0,48.9
Houston,2021-01-15 16:00:00,61.1,18,17.3,16.8,585.0,48.7
Houston,2021-01-15 17:00:00,60.8,18,17.0,17.5,416.0,47.8
Houston,2021-01-15 18:00:00,59.5,16,13.2,16.2,195.0,46.7
Houston,2021-01-15 19:00:00,57.4,14,8.6,14.3,0.0,45.1
Houston,2021-01-15 20:00:00,54.8,21,15.6,8.2,0.0,45.6
