epoch,step,test_loss,test_mae,test_r2,train_loss,train_mae_epoch,train_mae_step,train_r2_epoch,train_r2_step,valid_loss,valid_mae,valid_r2
0,9,,,,,,13556.2197265625,,-1.3407180309295654,,,
0,19,,,,,,7110.7744140625,,0.3851219415664673,,,
0,29,,,,,,6068.5712890625,,0.4252038598060608,,,
0,39,,,,,,6193.9130859375,,0.48773324489593506,,,
0,49,,,,,,5569.04248046875,,0.6494272947311401,,,
0,59,,,,,,5355.59716796875,,0.5612031817436218,,,
0,69,,,,,,5731.474609375,,0.5530517101287842,,,
0,79,,,,,,6003.6708984375,,0.46608734130859375,,,
0,89,,,,,,5022.79150390625,,0.6742064952850342,,,
0,99,,,,,,5462.00048828125,,0.5473945140838623,,,
0,109,,,,,,5922.443359375,,0.5736339688301086,,,
0,119,,,,,,5183.197265625,,0.6527906656265259,,,
0,129,,,,,,5611.37890625,,0.5523868799209595,,,
0,131,,,,,,,,,57447356.0,7093.25439453125,0.4510838985443115
0,131,,,,156339888.0,7995.1328125,,-0.31715819239616394,,,,
1,139,,,,,,5758.41552734375,,0.5407200455665588,,,
1,149,,,,,,5858.37744140625,,0.5442202687263489,,,
1,159,,,,,,4878.24462890625,,0.7043566703796387,,,
1,169,,,,,,5500.6328125,,0.5799422860145569,,,
1,179,,,,,,5669.9501953125,,0.5585708618164062,,,
1,189,,,,,,6069.6796875,,0.5098026990890503,,,
1,199,,,,,,4844.263671875,,0.6787598133087158,,,
1,209,,,,,,5334.06640625,,0.5591773390769958,,,
1,219,,,,,,5611.67041015625,,0.5216347575187683,,,
1,229,,,,,,5283.896484375,,0.5949303507804871,,,
1,239,,,,,,5166.294921875,,0.6600098609924316,,,
1,249,,,,,,5059.89990234375,,0.629239559173584,,,
1,259,,,,,,5682.30224609375,,0.6307129263877869,,,
1,263,,,,,,,,,82773072.0,8709.4970703125,0.20909374952316284
1,263,,,,47508140.0,5428.99755859375,,0.6078646183013916,,,,
2,269,,,,,,5615.177734375,,0.5824060440063477,,,
2,279,,,,,,5575.17578125,,0.5853633284568787,,,
2,289,,,,,,5209.4462890625,,0.6284170150756836,,,
2,299,,,,,,5033.728515625,,0.6147371530532837,,,
2,309,,,,,,4984.08642578125,,0.687596321105957,,,
2,319,,,,,,5740.98828125,,0.5986536741256714,,,
2,329,,,,,,4883.9716796875,,0.6755341291427612,,,
2,339,,,,,,5494.9365234375,,0.6010076999664307,,,
2,349,,,,,,5547.80419921875,,0.6069077253341675,,,
2,359,,,,,,5002.83984375,,0.6307609677314758,,,
2,369,,,,,,5754.22802734375,,0.5618274807929993,,,
2,379,,,,,,5647.49365234375,,0.615705668926239,,,
2,389,,,,,,5353.89306640625,,0.6032420992851257,,,
2,395,,,,,,,,,133902624.0,10932.634765625,-0.2794548273086548
2,395,,,,48105276.0,5452.591796875,,0.6031511425971985,,,,
3,399,,,,,,5533.75537109375,,0.5574465990066528,,,
3,409,,,,,,5882.7314453125,,0.5598483085632324,,,
3,419,,,,,,5450.5009765625,,0.6136806011199951,,,
3,429,,,,,,5672.25048828125,,0.5355477333068848,,,
3,439,,,,,,5077.0361328125,,0.6707831621170044,,,
3,449,,,,,,5048.29541015625,,0.629875659942627,,,
3,459,,,,,,5125.14892578125,,0.6463100910186768,,,
3,469,,,,,,5245.22412109375,,0.6761914491653442,,,
3,479,,,,,,5401.05078125,,0.6320531368255615,,,
3,489,,,,,,5520.3388671875,,0.6300475597381592,,,
3,499,,,,,,5231.9169921875,,0.6004314422607422,,,
3,509,,,,,,4865.0517578125,,0.6566985845565796,,,
3,519,,,,,,5460.8662109375,,0.6115541458129883,,,
3,527,,,,,,,,,25318680.0,4405.38720703125,0.758077085018158
3,527,,,,45828792.0,5324.921875,,0.6204655766487122,,,,
4,529,,,,,,6281.220703125,,0.44443029165267944,,,
4,539,,,,,,5330.37548828125,,0.6539462804794312,,,
4,549,,,,,,5047.34130859375,,0.6310795545578003,,,
4,559,,,,,,4922.80859375,,0.6990534067153931,,,
4,569,,,,,,4995.8330078125,,0.7267792224884033,,,
4,579,,,,,,5460.076171875,,0.6411925554275513,,,
4,589,,,,,,5727.11962890625,,0.5026713013648987,,,
4,599,,,,,,4850.56103515625,,0.6754321455955505,,,
4,609,,,,,,5306.66259765625,,0.6309480667114258,,,
4,619,,,,,,4687.7734375,,0.7202638387680054,,,
4,629,,,,,,4757.63525390625,,0.661895751953125,,,
4,639,,,,,,5214.3466796875,,0.6484604477882385,,,
4,649,,,,,,4917.25634765625,,0.6818780899047852,,,
4,659,,,,,,5506.19287109375,,0.6494491100311279,,,
4,659,,,,,,,,,43106920.0,5419.015625,0.5881084203720093
4,659,,,,45589444.0,5292.28369140625,,0.6234297752380371,,,,
5,669,,,,,,4936.71142578125,,0.6873819828033447,,,
5,679,,,,,,5225.16259765625,,0.6326889991760254,,,
5,689,,,,,,5577.7802734375,,0.632591724395752,,,
5,699,,,,,,4760.8662109375,,0.6291959285736084,,,
5,709,,,,,,5633.60986328125,,0.5814331769943237,,,
5,719,,,,,,5090.2734375,,0.6200663447380066,,,
5,729,,,,,,5089.0791015625,,0.649540901184082,,,
5,739,,,,,,5068.5576171875,,0.6304945945739746,,,
5,749,,,,,,5934.85107421875,,0.5775406360626221,,,
5,759,,,,,,5294.05712890625,,0.6353216171264648,,,
5,769,,,,,,5268.03515625,,0.6229368448257446,,,
5,779,,,,,,4810.6015625,,0.6652618646621704,,,
5,789,,,,,,5108.888671875,,0.6065288186073303,,,
5,791,,,,,,,,,142469008.0,11394.2763671875,-0.36130785942077637
5,791,,,,45048524.0,5273.99072265625,,0.6273552179336548,,,,
6,799,,,,,,5059.1376953125,,0.6468056440353394,,,
6,809,,,,,,5286.8603515625,,0.6289743185043335,,,
6,819,,,,,,5023.001953125,,0.6303196549415588,,,
6,829,,,,,,5402.0908203125,,0.6641916036605835,,,
6,839,,,,,,5110.1240234375,,0.679439902305603,,,
6,849,,,,,,5648.609375,,0.6260664463043213,,,
6,859,,,,,,5728.98046875,,0.595827579498291,,,
6,869,,,,,,5521.6572265625,,0.6443928480148315,,,
6,879,,,,,,4996.36669921875,,0.6675794124603271,,,
6,889,,,,,,5402.22705078125,,0.6465935707092285,,,
6,899,,,,,,5352.21923828125,,0.6499981880187988,,,
6,909,,,,,,5291.73876953125,,0.6664824485778809,,,
6,919,,,,,,4963.59912109375,,0.6216388940811157,,,
6,923,,,,,,,,,80925056.0,8481.3427734375,0.22675174474716187
