epoch,step,test_loss,test_mae,test_r2,train_loss,train_mae_epoch,train_mae_step,train_r2_epoch,train_r2_step,valid_loss,valid_mae,valid_r2
0,19,,,,,,50582.421875,,-19.494247436523438,,,
0,39,,,,,,51318.53515625,,-20.480907440185547,,,
0,40,,,,,,,,,2671396608.0,51299.984375,-66.12142181396484
0,40,,,,2698425088.0,50725.23828125,,-20.562225341796875,,,,
1,59,,,,,,50549.77734375,,-20.488258361816406,,,
1,79,,,,,,50035.3828125,,-21.681039810180664,,,
1,81,,,,,,,,,2643917568.0,51038.76953125,-65.43097686767578
1,81,,,,2683110400.0,50585.08984375,,-20.442136764526367,,,,
2,99,,,,,,49811.57421875,,-20.216703414916992,,,
2,119,,,,,,50252.72265625,,-19.119800567626953,,,
2,122,,,,,,,,,2556178432.0,50193.75,-63.226463317871094
2,122,,,,2617207808.0,49983.61328125,,-19.91878890991211,,,,
3,139,,,,,,49295.7734375,,-17.941814422607422,,,
3,159,,,,,,47373.14453125,,-18.30048179626465,,,
3,163,,,,,,,,,2365168128.0,48288.1640625,-58.42714309692383
3,163,,,,2449355520.0,48412.22265625,,-18.587997436523438,,,,
4,179,,,,,,45682.8359375,,-16.516571044921875,,,
4,199,,,,,,43582.92578125,,-14.242712020874023,,,
4,204,,,,,,,,,2029504640.0,44676.15234375,-49.993263244628906
4,204,,,,2127342464.0,45195.5859375,,-15.986211776733398,,,,
5,219,,,,,,40293.8984375,,-12.94990062713623,,,
5,239,,,,,,37437.45703125,,-10.286385536193848,,,
5,245,,,,,,,,,1542524672.0,38602.61328125,-37.757423400878906
5,245,,,,1627136256.0,39455.5859375,,-12.006197929382324,,,,
6,259,,,,,,31887.5078125,,-7.544994354248047,,,
6,279,,,,,,26187.759765625,,-5.06396484375,,,
6,286,,,,,,,,,980318592.0,29260.009765625,-23.631452560424805
6,286,,,,1017252096.0,30206.052734375,,-7.142669200897217,,,,
7,299,,,,,,22004.142578125,,-4.1989521980285645,,,
7,319,,,,,,18117.076171875,,-2.4031918048858643,,,
7,327,,,,,,,,,564784768.0,20609.53515625,-13.190762519836426
7,327,,,,527025600.0,20027.3515625,,-3.2099521160125732,,,,
8,339,,,,,,15449.2294921875,,-1.6555883884429932,,,
8,359,,,,,,12698.6708984375,,-0.8643648624420166,,,
8,368,,,,,,,,,383217536.0,17044.5546875,-8.628710746765137
8,368,,,,271417120.0,13822.0810546875,,-1.169331431388855,,,,
9,379,,,,,,10184.021484375,,-0.17794179916381836,,,
9,399,,,,,,8274.6357421875,,0.19741714000701904,,,
9,409,,,,,,,,,161410512.0,11329.322265625,-3.0555949211120605
9,409,,,,127922472.0,9062.294921875,,-0.022968526929616928,,,,
10,419,,,,,,6960.3974609375,,0.40924346446990967,,,
10,439,,,,,,6727.130859375,,0.46039801836013794,,,
10,450,,,,,,,,,92435584.0,8595.8173828125,-1.3225336074829102
10,450,,,,72398552.0,6774.1298828125,,0.4217241406440735,,,,
11,459,,,,,,6080.62890625,,0.5373929738998413,,,
11,479,,,,,,5763.86767578125,,0.5825018882751465,,,
11,491,,,,,,,,,58031644.0,6840.7265625,-0.4581010341644287
11,491,,,,56498148.0,5977.458984375,,0.5482158064842224,,,,
12,499,,,,,,5616.439453125,,0.5802621245384216,,,
12,519,,,,,,5412.296875,,0.6431803703308105,,,
12,532,,,,,,,,,45515436.0,6145.64794921875,-0.14361941814422607
12,532,,,,47578916.0,5460.72607421875,,0.6197287440299988,,,,
13,539,,,,,,5158.0546875,,0.6522231101989746,,,
13,559,,,,,,5169.005859375,,0.6763774156570435,,,
13,573,,,,,,,,,37290312.0,5589.35107421875,0.06304484605789185
13,573,,,,43019328.0,5184.35595703125,,0.6562507748603821,,,,
14,579,,,,,,5062.45068359375,,0.657259464263916,,,
14,599,,,,,,4868.1982421875,,0.6884969472885132,,,
14,614,,,,,,,,,30535438.0,5046.693359375,0.23276758193969727
14,614,,,,39961896.0,4990.80810546875,,0.6808263659477234,,,,
15,619,,,,,,4712.1064453125,,0.7180225849151611,,,
15,639,,,,,,4691.1787109375,,0.7218403816223145,,,
15,655,,,,,,,,,23980154.0,4437.03466796875,0.3974754810333252
15,655,,,,37966124.0,4852.18505859375,,0.6966748833656311,,,,
